brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Chevrolet,S-10 LS Crew Cab,2001,223698.26,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,7000
Mercedes-Benz,G-Class G 550 4MATIC,2021,122470.77,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,130000
Lexus,RX 350 RX 350 F SPORT Handling,2022,23061.84,Gasoline,3.5 Liter DOHC,Automatic,Black,Red,None reported,Unknown,54998
BMW,750 i xDrive,2019,67441,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,At least 1 accident or damage reported,Yes,45999
Chevrolet,Camaro 2SS,2016,263931.76,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,21500
Ford,Fusion Hybrid SE,2013,260605.25,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,CVT,Blue,Charcoal Black,None reported,Yes,7945
Hyundai,Santa Cruz 2.5T Limited,2022,36739.62,Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,None reported,Unknown,34580
Lexus,RX 350 F Sport,2023,8824.01,Gasoline,2.4L I4 16V PDI DOHC Turbo,Automatic,Ultra White,Black,None reported,Unknown,59950
Land,Rover Range Rover Evoque S,2020,75463.56,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,31000
Chevrolet,Suburban LT,2019,115872.48,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,39000
Porsche,718 Spyder Base,2020,5471.76,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,129900
Chevrolet,Camaro 1LT,2021,28968.12,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,30000
Jeep,Gladiator Freedom,2021,49294.08,Gasoline,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,None reported,Unknown,39998
GMC,Yukon Denali Ultimate,2023,16057.99,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gold,None reported,Yes,93999
Ford,Shelby GT350R Base,2018,29772.79,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,Yes,77999
Cadillac,Escalade Premium Luxury Platinum,2021,117229.15,Gasoline,6.2L V8 16V GDI OHV,Automatic,Sandstone Metallic,Dark Auburn,None reported,Yes,79990
Buick,LaCrosse Base,2017,108630.45,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,20000
Mercedes-Benz,E-Class E 300 4MATIC,2017,59384.65,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,28500
Chevrolet,Tahoe LT,2017,99328.46,E85 Flex Fuel,5.3 Liter,Automatic,Silver,Jet Black,At least 1 accident or damage reported,Unknown,39998
Kia,Telluride EX,2022,57836.46,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Glacial White Pearl,Black,None reported,Unknown,43329
Toyota,Tundra Hybrid Limited,2023,17297.19,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Midnight Black Metallic,Black,None reported,Unknown,63100
Audi,S8 4.0T quattro,2023,7172.83,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Mythos Black Metallic,Black,None reported,Unknown,107900
Nissan,Armada Platinum,2018,174140.24,Gasoline,5.6 Liter,Automatic,White,Charcoal,At least 1 accident or damage reported,Unknown,26498
Land,Rover Discovery HSE,2020,52633.46,Diesel,3.0 Liter,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,Unknown,46598
Kia,Telluride S,2020,119133,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Sangria Red,Black,None reported,Unknown,32913
Lexus,GS 350 F Sport,2020,39671.84,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Ultra White,Black,None reported,Unknown,45950
BMW,X6 xDrive40i,2022,20921.42,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Orange,None reported,Yes,69000
Land,Rover Range Rover P400 SE SWB,2023,18829.28,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,White,None reported,Yes,133500
Chevrolet,Silverado 3500 High Country,2015,124723.85,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Brown,None reported,Yes,54000
Maserati,Quattroporte Sport GT,2007,131965.88,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,7999
Dodge,Viper GTC,2017,2235.37,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,489995
Ford,Expedition Limited,2021,48006.61,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Magnetic Metallic,Ebony,None reported,Unknown,55329
Kia,Optima LX,2019,100841.24,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,16500
Land,Rover Range Rover Sport SVR,2018,90132.7,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,White,None reported,Yes,59000
Lexus,RX 450h F SPORT Handling,2021,50476.95,Hybrid,3.5 Liter DOHC,CVT,Beige,Red,None reported,Unknown,52998
Lincoln,Town Car Base,2004,44417.78,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,White,None reported,Yes,14900
Honda,Civic Si,2012,76033.27,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,None reported,Yes,19600
Lexus,RX 450h Base,2017,119007.47,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Beige,None reported,Yes,31990
RAM,1500 Classic Warlock,2019,59154.51,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,31953
Audi,RS 3 2.5T,2023,3057.75,Gasoline,401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,78900
Hyundai,Genesis Coupe 3.8 R-Spec,2014,83782.24,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,At least 1 accident or damage reported,Yes,15000
Porsche,Boxster RS 60 Spyder,2008,93341.72,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,41500
Ford,F-250 XLT,2010,84081.58,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,Manual,Tan,Medium Stone,None reported,Yes,26095
Kia,Sorento EX,2016,103464.47,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Snow White Pearl,Satin Black,None reported,Unknown,16999
Nissan,370Z Touring,2009,60350.25,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Orange,None reported,Yes,21500
Genesis,G70 2.0T,2023,3413.41,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,40750
Land,Rover Range Rover Sport Supercharged,2013,91732.38,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,26000
Mercedes-Benz,S-Class S 560 4MATIC,2020,35405.48,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,69500
Ford,Bronco Wildtrak Advanced,2023,3218.68,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,66500
RAM,1500 SLT,2018,99460.43,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Black,Gray,None reported,Yes,32000
Jeep,Grand Cherokee Laredo,2013,171716.58,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,13500
Audi,RS 5 4.2,2013,122253.51,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,35999
Jeep,Grand Cherokee L Overland,2022,51183.45,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,48995
Chrysler,Crossfire Limited,2005,187198.43,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,6000
Audi,S5 4.2 Premium Plus,2011,252465.21,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Red,At least 1 accident or damage reported,Yes,9900
Cadillac,CT4 Luxury,2020,56648.77,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,28500
Maserati,Ghibli S Q4,2014,122309.84,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,19000
Jaguar,F-PACE 25t Premium,2019,46670.86,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,34500
BMW,750 i xDrive,2019,53911.28,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,44495
Acura,TLX V6 Advance,2019,41487.18,Gasoline,3.5L V6 24V GDI SOHC,Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,Unknown,30999
GMC,Terrain SLT-1,2015,122786.2,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,9500
Nissan,Versa 1.8 S,2011,176869.68,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,4500
Mercedes-Benz,C-Class C 300 4MATIC,2019,37148.4,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,33500
Toyota,Matrix XRS,2003,231101.22,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,4199
RAM,1500 Limited,2021,35405.48,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,54800
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,20921.42,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Silver,Black,None reported,Yes,81500
Audi,A5 2.0T Premium,2018,85295.02,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,28000
Lincoln,Navigator Reserve,2019,72003.48,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,52999
Audi,A6 3.2 quattro,2008,325086.68,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,5700
Chevrolet,Silverado 1500 LT Crew Cab,2006,346008.1,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,6995
Mercedes-Benz,S-Class S 560,2019,124141.27,Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,Unknown,49998
Volvo,XC90 T6 Momentum,2018,145872.19,Gasoline,2.0L I4 16V GDI DOHC,Automatic,White,Amber,None reported,Unknown,25999
Toyota,Camry SE,2011,285982.94,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,7700
Mercedes-Benz,Metris Base,2018,93904.99,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,29497
Chevrolet,Camaro 2LT,2010,138676.83,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17000
Mazda,MX-5 Miata Grand Touring,2012,58850.35,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Beige,At least 1 accident or damage reported,Yes,20199
Ford,Escape SE,2015,87478.89,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,16250
Mercedes-Benz,S-Class S 63 AMG,2015,32820.88,Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,Unknown,59598
Kia,Niro EX,2023,12195.58,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,Unknown,31113
Porsche,Boxster Base,2010,104285.23,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,20900
Toyota,4Runner Trail,2016,189548.07,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,27750
Land,Rover Range Rover Evoque SE,2016,138728.33,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,18750
Ford,E350 Super Duty XLT,2012,262322.42,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,19550
Mercedes-Benz,SL-Class SL500 Roadster,2004,56970.64,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,24900
Jeep,Compass Trailhawk,2018,49889.54,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,22000
Mercedes-Benz,S-Class S 560 4MATIC,2018,165873.06,Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,Unknown,40998
Mercedes-Benz,G-Class G 550 4MATIC,2021,36177.96,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,135800
Lexus,IS-F Base,2010,66787.61,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,44800
BMW,335 i,2010,147327.03,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,13000
Audi,RS 7 4.0T,2022,6598.29,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Blue,Black,None reported,Yes,162500
Buick,Lucerne CXL,2006,177027.4,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,Yes,5000
Lincoln,MKX Reserve,2016,141621.92,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,18500
Nissan,Armada Platinum,2018,68932.86,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,37000
Porsche,911 Carrera,2020,37462.22,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,Unknown,114998
BMW,435 Gran Coupe i,2015,96721.33,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,24995
Jeep,Wagoneer Series III,2022,27971.94,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685
Cadillac,ATS 2.5L,2013,101665.23,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12995
Ford,Transit Connect XLT,2010,115872.48,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,10900
Toyota,Tundra SR,2018,82076.34,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,38000
Jeep,Wrangler Unlimited Freedom Edition,2013,87709.03,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,35000
Maserati,Quattroporte Base,2006,99521.59,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,16500
GMC,Sierra 3500 SLE,2002,482802,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,5000
Nissan,Frontier SL,2011,166405.76,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,17000
BMW,M5 Base,2023,1313.22,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Alpine White,Black,None reported,Unknown,109900
Porsche,911 R,2016,1157.12,Gasoline,4.0L H6 24V GDI DOHC,Manual,White,Black / Brown,None reported,Yes,489000
Land,Rover Defender X-Dynamic SE,2023,5919.15,Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,Unknown,81998
Ford,F-150 XL,2016,172199.38,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,At least 1 accident or damage reported,Yes,22000
BMW,M8 Competition,2022,8075.67,Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,Unknown,114998
Porsche,911 Carrera S,2010,22289.36,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,71400
Chrysler,300 Touring,2021,34565.4,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,Unknown,27798
Honda,Insight EX,2020,103319.63,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT,White,Black,At least 1 accident or damage reported,Yes,20499
Porsche,Cayman S,2006,50010.24,Gasoline,3.4L H6 24V MPFI DOHC,Automatic,Black,Black / Stone Grey,None reported,Yes,36250
BMW,M5 Competition,2020,56970.64,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Orange,Black,None reported,Yes,71950
Audi,S4 4.2 quattro,2004,119139.44,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Gray,None reported,Yes,16000
Ford,F-250 Platinum,2021,78131.85,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,Unknown,69998
Kia,Seltos S,2023,8339.6,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,32500
RAM,ProMaster 2500 High Roof,2019,50985.5,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,33500
BMW,M760 M760i xDrive,2020,37706.84,Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,Unknown,80998
Mercedes-Benz,E-Class E 400,2015,48763,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,29000
Cadillac,XTS Luxury,2016,180246.08,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,14599
INFINITI,Q50 Premium,2014,204959.11,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19990
Volkswagen,Touareg V6 Executive,2017,81432.6,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,28890
Chevrolet,Suburban 1500 LTZ,2011,312211.96,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,9950
Toyota,Tundra SR5,2021,53840.47,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,None reported,Yes,44750
BMW,X1 sDrive28i,2022,69201.62,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,35750
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,74193.79,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,35300
Cadillac,XTS Luxury,2019,94951.06,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,21000
Jaguar,XJ8 Base,2004,215651.56,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,9500
Chevrolet,Camaro ZL1,2020,5978.7,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,150000
Mercedes-Benz,Sprinter 2500,2012,161328.29,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,24000
Mercedes-Benz,C-Class C 300 4MATIC,2022,13812.97,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Cirrus Silver Metallic,AMG Black,None reported,Unknown,42999
Dodge,Dakota SLT,2003,228204.41,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,5700
Audi,A5 2.0T Premium Plus,2012,123919.18,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,13800
Audi,A5 2.0T Premium,2018,107882.11,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Pink,Brown,At least 1 accident or damage reported,Yes,31500
Audi,S5 3.0 Premium Plus,2012,98893.94,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,19500
Porsche,Panamera GTS,2015,63568.93,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,52590
Mercedes-Benz,AMG GT C,2020,10621.64,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,128900
Chevrolet,Camaro 2SS,2023,3701.48,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,51500
Audi,Q7 Premium Plus,2023,17060.61,Hybrid,3.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,Unknown,61998
Maserati,GranTurismo MC,2018,28968.12,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,67000
GMC,Sierra 2500 AT4,2022,50985.5,Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,Unknown,67963
Cadillac,XT6 Sport AWD,2020,38807.62,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,Unknown,49427
Chevrolet,Avalanche 1500 LT,2012,238182.32,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,18000
BMW,M5 Base,2018,65982.94,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,60200
Nissan,Titan SE,2009,205351.78,E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,Automatic,Brown,Gray,None reported,Yes,19500
Dodge,Ram 1500 SRT-10 Quad Cab,2005,222813.12,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,19000
GMC,Sierra 1500 SLT,2013,370148.2,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,None reported,Yes,15500
